mac_type,layer_idx,value,count
output_proj,0,452,265
output_proj,0,454,258
output_proj,0,456,278
output_proj,0,458,264
output_proj,0,460,276
output_proj,0,462,257
output_proj,0,464,271
output_proj,0,466,270
output_proj,0,468,250
output_proj,0,470,252
output_proj,0,472,239
output_proj,0,474,242
output_proj,0,476,254
output_proj,0,478,226
output_proj,0,480,259
output_proj,0,482,233
output_proj,0,484,256
output_proj,0,486,255
output_proj,0,488,273
output_proj,0,490,243
output_proj,0,492,252
output_proj,0,494,252
output_proj,0,496,232
output_proj,0,498,228
output_proj,0,500,253
output_proj,0,502,264
output_proj,0,504,224
output_proj,0,506,226
output_proj,0,508,217
output_proj,0,510,233
output_proj,0,512,227
output_proj,0,514,203
output_proj,0,516,223
output_proj,0,518,221
output_proj,0,520,205
output_proj,0,522,199
output_proj,0,524,230
output_proj,0,526,201
output_proj,0,528,198
output_proj,0,530,196
output_proj,0,532,187
output_proj,0,534,179
output_proj,0,536,179
output_proj,0,538,183
output_proj,0,540,173
output_proj,0,542,155
output_proj,0,544,138
output_proj,0,546,133
output_proj,0,548,131
output_proj,0,550,160
output_proj,0,552,116
output_proj,0,554,139
output_proj,0,556,133
output_proj,0,558,99
output_proj,0,560,91
output_proj,0,562,89
output_proj,0,564,67
output_proj,0,566,80
output_proj,0,568,56
output_proj,0,570,68
output_proj,0,572,57
output_proj,0,574,50
output_proj,0,576,36
output_proj,0,578,37
output_proj,0,580,25
output_proj,0,582,14
output_proj,0,584,17
output_proj,0,586,11
output_proj,0,588,13
output_proj,0,590,4
output_proj,0,592,5
output_proj,0,594,4
output_proj,0,596,6
output_proj,0,598,1
output_proj,0,600,4
output_proj,0,602,1
output_proj,0,604,2
output_proj,0,608,1
output_proj,0,610,2
output_proj,0,612,1
output_proj,1,-420,1
output_proj,1,-414,1
output_proj,1,-412,1
output_proj,1,-410,1
output_proj,1,-404,1
output_proj,1,-394,4
output_proj,1,-392,1
output_proj,1,-388,2
output_proj,1,-386,1
output_proj,1,-384,3
output_proj,1,-382,3
output_proj,1,-380,1
